    0.0000000000000000e+00    0.0000000000000000e+00
2
128 64 
    5.7003357220944711e-02    0.0000000000000000e+00
    5.7003357220944739e-02    0.0000000000000000e+00
    5.7003357220944691e-02    0.0000000000000000e+00
    5.7003357220944760e-02    0.0000000000000000e+00
    5.7003357220944684e-02    0.0000000000000000e+00
    5.7003357220944732e-02    0.0000000000000000e+00
    5.7003357220944711e-02    0.0000000000000000e+00
    5.7003357220944822e-02    0.0000000000000000e+00
    1.0713126828108976e-01    0.0000000000000000e+00
    1.0713126828108975e-01    0.0000000000000000e+00
    1.0713126828108988e-01    0.0000000000000000e+00
    1.0713126828108972e-01    0.0000000000000000e+00
    1.0713126828108989e-01    0.0000000000000000e+00
    1.0713126828108975e-01    0.0000000000000000e+00
    1.0713126828108978e-01    0.0000000000000000e+00
    1.0713126828108971e-01    0.0000000000000000e+00
    1.4433756729740629e-01    0.0000000000000000e+00
    1.4433756729740632e-01    0.0000000000000000e+00
    1.4433756729740627e-01    0.0000000000000000e+00
    1.4433756729740629e-01    0.0000000000000000e+00
    1.4433756729740627e-01    0.0000000000000000e+00
    1.4433756729740629e-01    0.0000000000000000e+00
    1.4433756729740629e-01    0.0000000000000000e+00
    1.4433756729740616e-01    0.0000000000000000e+00
    1.6413462550203453e-01    0.0000000000000000e+00
    1.6413462550203467e-01    0.0000000000000000e+00
    1.6413462550203439e-01    0.0000000000000000e+00
    1.6413462550203456e-01    0.0000000000000000e+00
    1.6413462550203436e-01    0.0000000000000000e+00
    1.6413462550203467e-01    0.0000000000000000e+00
    1.6413462550203450e-01    0.0000000000000000e+00
    1.6413462550203459e-01    0.0000000000000000e+00
    1.6413462550203467e-01    0.0000000000000000e+00
    1.6413462550203459e-01    0.0000000000000000e+00
    1.6413462550203478e-01    0.0000000000000000e+00
    1.6413462550203439e-01    0.0000000000000000e+00
    1.6413462550203475e-01    0.0000000000000000e+00
    1.6413462550203456e-01    0.0000000000000000e+00
    1.6413462550203467e-01    0.0000000000000000e+00
    1.6413462550203453e-01    0.0000000000000000e+00
